date,order_id,order_amount,region,items_delivered,items_missing,delivery_hour,driver_id,customer_id
2023-01-04,e9fffa70-c986-4700-a469-479ae781280f,103.11,Altamonte Springs,6,0,2:28:30,WDID10950,WCID6195
2023-01-04,3fefed0c-25af-4e86-9606-8e959b52363b,475.61,Sanford,13,0,3:55:21,WDID11038,WCID5878
2023-01-04,0b34c23b-a607-4251-a6ef-90428d60c061,83.04,Altamonte Springs,10,0,23:49:43,WDID11084,WCID5572
2023-01-04,430bbcb2-ca26-4fb5-bbee-b56aab24aef9,375.95,Kissimmee,3,0,22:36:53,WDID10305,WCID5760
2023-01-04,594de190-f19f-43fa-a6dc-1fb07f23cb21,119.52,Orlando,5,0,16:42:07,WDID09907,WCID6199
2023-01-04,049d2582-34ac-49a3-92d4-bb153128da6f,242.87,Sanford,14,0,13:11:30,WDID10276,WCID6157
2023-01-04,f556bb5a-75e9-43b5-b4d1-137171d7b533,34.99,Clermont,12,0,8:13:29,WDID10605,WCID5035
2023-01-04,f698fe6c-02bf-4116-9212-b682ceea1ab4,265.68,Apopka,17,0,21:06:15,WDID10685,WCID5285
2023-01-04,37f78c25-2f64-4ebf-aa59-a3cc0a069515,28.58,Orlando,1,0,15:28:11,WDID11077,WCID5310
2023-01-04,5c6935c3-bb0b-4712-bb02-8043d0676fd4,131.26,Winter Park,4,0,4:40:04,WDID10122,WCID5443
2023-01-04,97deec76-6edd-4207-94ee-c34947c796f7,49.91,Altamonte Springs,7,0,1:20:28,WDID10152,WCID5763
2023-01-04,e2739557-eda3-4608-bed8-a9e1f1e3cb09,389.46,Altamonte Springs,3,0,13:13:38,WDID10574,WCID5771
2023-01-04,d16a44b3-5066-485b-a3ea-dff2b913cb75,369.53,Apopka,8,0,12:21:03,WDID10250,WCID6050
2023-01-04,64805311-bc57-46ca-a06a-fc181b8694d9,495.91,Clermont,2,0,9:49:52,WDID10377,WCID5002
2023-01-04,b9d22873-649c-486c-ba06-2abdf570887a,472.88,Apopka,15,0,15:13:35,WDID10824,WCID5462
2023-01-04,80351896-d805-4d80-81e8-003b481e48e6,95.66,Clermont,13,0,0:08:12,WDID10328,WCID5646
2023-01-05,cd87ce5b-ef99-4a34-a132-da350a03ae18,111.22,Winter Park,2,2,22:49:36,WDID10245,WCID5838
2023-01-05,316b3dce-4d64-4c1e-a5db-1d024e53d31b,631.71,Kissimmee,10,1,15:56:31,WDID10493,WCID5605
2023-01-05,a9b5b4e9-e03a-45f5-b47f-a1aea960eff1,54.05,Altamonte Springs,7,1,23:56:31,WDID09890,WCID5609
2023-01-05,9c9c29fb-decd-45a8-84e3-966f0a441185,99.07,Apopka,5,1,1:55:51,WDID10446,WCID5593
2023-01-05,40ab98cb-a160-4c7a-af90-166e79d9b2ed,385.41,Sanford,16,1,8:47:46,WDID10538,WCID5549
2023-01-05,1f23b89e-700b-4b21-a1f6-7793a1f21f50,381.08,Apopka,3,0,17:25:19,WDID10392,WCID5595
2023-01-05,f3856475-f2ff-4f9d-9b46-609a3f849b20,151.24,Winter Park,12,0,19:47:13,WDID10419,WCID6097
2023-01-05,af004d3c-61a2-42f7-aa38-ddd9ed0c1baf,186.53,Winter Park,2,0,18:39:44,WDID10791,WCID5733
2023-01-05,48ce08ad-a209-44d8-829d-6e706df3fa39,238.66,Sanford,18,0,3:01:01,WDID11007,WCID6189
2023-01-05,4e65b86c-c8da-459b-9147-4ab010b84ab6,122.75,Kissimmee,13,0,12:35:53,WDID10114,WCID5740
2023-01-05,8076fc37-2b67-48bf-a78e-c8b2a4321311,288.08,Sanford,9,0,9:57:45,WDID10532,WCID5395
2023-01-05,f22d56ca-02c6-4651-9e7c-95636344e768,91.09,Altamonte Springs,14,0,13:44:34,WDID10768,WCID6018
2023-01-05,1764e41d-2c06-4667-a462-25a21e54a32c,97.41,Kissimmee,12,0,17:34:28,WDID09994,WCID5692
2023-01-05,eb54ac38-66f2-4fef-bf22-ec2ff5d62575,279.96,Altamonte Springs,11,0,18:23:22,WDID10261,WCID5172
2023-01-05,65252354-3ce6-41ff-9821-343f9faf0c0e,338.53,Kissimmee,17,0,22:09:52,WDID09974,WCID6228
2023-01-05,5f783ff5-4473-4507-996f-2691eaa9b798,190.26,Clermont,13,0,21:17:21,WDID09983,WCID5957
2023-01-05,80e18395-7d63-44cb-896a-c23f80cd7b6b,209.31,Sanford,12,0,11:29:13,WDID10090,WCID5234
2023-01-05,812448a5-8313-437a-85cf-67c975908035,236.27,Winter Park,16,0,0:35:52,WDID10277,WCID5431
2023-01-05,3b108e2d-656b-44e8-8462-eed5b6a54f5f,21.23,Apopka,11,0,9:54:52,WDID10533,WCID5203
2023-01-05,f03cb1c2-b8d1-40be-8651-ff202a5f280b,440.99,Kissimmee,7,0,6:04:18,WDID10936,WCID5649
2023-01-05,e24fb61f-e4bc-4610-8f21-7be273b5294a,200.64,Kissimmee,6,0,14:42:59,WDID10096,WCID5700
2023-01-05,396c9815-3338-4f32-9473-2a3f61d0d255,216.85,Kissimmee,13,0,16:52:27,WDID10277,WCID5883
2023-01-05,ae66f8ed-c68b-4cab-a531-04cc76cee3c2,198.21,Orlando,5,0,5:03:57,WDID10628,WCID5779
2023-01-05,1f10e2a7-81e0-47f2-8851-b30537c4b2d2,131.38,Apopka,7,0,8:39:43,WDID11069,WCID5540
2023-01-05,2b0d29e8-cf03-487c-9b67-410013e77ae4,442.30,Winter Park,15,0,0:53:11,WDID11075,WCID5686
2023-01-05,e4965d8a-c2ff-46c7-acff-7c31eeb1a87c,22.41,Apopka,2,0,16:47:31,WDID10295,WCID5228
2023-01-05,81800a21-c46a-475c-a3ac-2e775f01ebd5,49.00,Kissimmee,17,0,0:24:16,WDID10191,WCID5097
2023-01-05,d3051c08-6bb5-402b-9af1-0344600071fa,479.97,Clermont,11,0,12:56:56,WDID10245,WCID5718
2023-01-05,da0d0af1-1284-4113-8fd8-f3e5ce7e81c6,138.28,Orlando,2,0,2:55:17,WDID10659,WCID5776
2023-01-06,3bba3b61-16ac-4873-8c6f-3ebbb87ab410,178.92,Apopka,9,1,22:15:53,WDID10674,WCID6050
2023-01-06,74559d01-a6b1-4d4e-aee8-b23ddbf4d0f6,58.09,Orlando,9,1,21:43:41,WDID10696,WCID5203
2023-01-06,ae60e456-0c12-41d4-96a9-10c1d4321fe6,454.95,Orlando,13,1,10:25:04,WDID10417,WCID5660
2023-01-06,ee720eb0-689a-4573-8969-5be2d7118319,88.51,Winter Park,11,0,18:42:26,WDID10078,WCID5196
2023-01-06,bcc7fcb7-7717-45b2-8b31-f18867f973c8,169.01,Winter Park,18,0,23:17:48,WDID10140,WCID5981
2023-01-06,7a1e79d5-d477-4ea6-b771-f46de742cd9a,173.03,Sanford,10,0,16:26:03,WDID10187,WCID5540
2023-01-06,c4159336-4920-4df5-a35a-0735fbd83231,70.36,Clermont,9,0,16:27:29,WDID10369,WCID5475
2023-01-06,b8d6b597-259c-47e1-b72c-83ecd5aaa85c,29.68,Sanford,1,0,10:34:10,WDID09896,WCID5550
2023-01-06,276a0da8-a2d9-49ef-b9a0-dcbdf741eb7b,464.57,Winter Park,15,0,12:54:49,WDID10046,WCID5803
2023-01-06,90c3a04c-319a-4c47-9346-d1c7cdb1ad19,141.54,Orlando,11,0,4:50:35,WDID10091,WCID5266
2023-01-06,7dbb7cad-2c90-4a97-bbd2-b227c74e6b02,266.39,Altamonte Springs,9,0,8:15:18,WDID10410,WCID5464
2023-01-06,773288f1-4642-42e2-9491-88ad852240ab,131.24,Altamonte Springs,12,0,16:59:58,WDID10463,WCID5937
2023-01-06,87a7e93a-d134-425c-94b9-8ce633731c5c,498.06,Clermont,2,0,3:22:24,WDID10791,WCID5162
2023-01-06,3f5ecedb-db2a-451a-86ca-e8ada1c7efa1,159.80,Clermont,16,0,14:55:25,WDID09914,WCID5413
2023-01-06,b494ecb8-8c7c-4f39-b948-adaf29987a25,463.28,Winter Park,9,0,20:41:08,WDID10651,WCID5428
2023-01-06,fd2184b1-fc5f-4eef-b980-fde818418a9d,152.11,Apopka,9,0,8:00:18,WDID09959,WCID5917
2023-01-06,9c2e2495-d5b9-4dcd-9347-86e3c014b32f,490.35,Apopka,4,0,13:46:10,WDID09991,WCID6183
2023-01-06,e8611a97-ca36-4986-91f9-7d10224f2943,494.06,Sanford,7,0,5:49:56,WDID10184,WCID5879
2023-01-06,dd17c2a3-be18-4173-9652-bd2bfbb01c61,344.82,Sanford,15,0,5:12:26,WDID10889,WCID5347
2023-01-06,63aa84a7-cd73-42bc-b112-bedc7d1a08d9,471.22,Sanford,1,0,15:37:58,WDID11081,WCID5068
2023-01-06,ed573a04-13a9-4c89-9d8d-bc5f7d04115f,302.51,Sanford,10,0,16:30:38,WDID09889,WCID5761
2023-01-06,b1d284ab-95b6-403d-9dc6-2742d4e7a624,424.31,Sanford,17,0,5:42:50,WDID10576,WCID5686
2023-01-06,cdeaf02b-042f-4f04-8de5-e918b754f2b6,276.40,Kissimmee,12,0,3:00:05,WDID10581,WCID5517
2023-01-07,eb96e4e9-9935-4387-8123-179dce564e5a,487.01,Kissimmee,3,2,10:22:37,WDID10073,WCID5573
2023-01-07,7947033f-f752-4e04-b9a8-8561f8116b1d,183.47,Sanford,19,1,1:47:27,WDID09890,WCID5639
2023-01-07,a01f7ee9-47f8-47ab-94d0-ae3c36883000,153.64,Winter Park,8,1,6:52:51,WDID10513,WCID5570
2023-01-07,40b9688d-37fc-41d8-80c4-58692c0c6cec,40.47,Sanford,8,1,14:31:39,WDID10700,WCID5642
2023-01-07,f7367d0b-6a47-4d6d-8592-e972da31e07d,423.80,Winter Park,6,0,5:40:20,WDID09901,WCID5668
2023-01-07,23b64103-c089-4250-bde0-2d006b268866,465.74,Altamonte Springs,10,0,15:22:18,WDID09922,WCID5172
2023-01-07,241aaeda-b00c-4c3f-b5b3-c35f8e2f952c,499.76,Orlando,2,0,6:30:27,WDID10045,WCID5478
2023-01-07,a4eb2aad-b09b-4139-8147-ca74f6831934,241.83,Altamonte Springs,8,0,1:32:32,WDID10211,WCID5035
2023-01-07,72b84c65-8683-4200-af2c-ae70a5a81df8,90.58,Altamonte Springs,11,0,21:03:17,WDID10274,WCID5208
2023-01-07,ba57391d-2c3f-4f71-963b-960c9cc836d2,439.80,Apopka,15,0,22:59:10,WDID10650,WCID5186
2023-01-07,cd546f41-fc39-492f-94a1-0e62d8f90123,242.81,Altamonte Springs,15,0,19:20:21,WDID09933,WCID5267
2023-01-07,97cace49-c652-4af3-8726-e361dae0b24b,235.64,Kissimmee,3,0,7:09:52,WDID09935,WCID5665
2023-01-07,4299e1fe-e01c-43e2-8875-ad045b2c3286,315.41,Clermont,18,0,18:41:32,WDID10001,WCID5620
2023-01-07,c6d1f23b-940c-4f22-8b96-7f61500b09b3,406.42,Kissimmee,16,0,5:41:10,WDID10113,WCID5457
2023-01-07,8c31b35d-7a5d-4c44-88d1-a3021775cd06,151.83,Orlando,16,0,20:08:19,WDID10153,WCID5299
2023-01-07,223bcbbb-4573-441f-91e2-bfd2b86a84f3,307.41,Orlando,15,0,17:00:52,WDID10474,WCID6140
2023-01-07,57d2f3ad-4e77-48a6-8572-ed2c6c8d994b,228.38,Altamonte Springs,15,0,23:47:50,WDID10862,WCID5266
2023-01-07,fe3a5c2f-2387-44ae-9518-13d897aa93a2,37.54,Winter Park,14,0,18:57:38,WDID10135,WCID5009
2023-01-07,6d969d70-3425-43f6-884d-a4f7063bcdf4,462.28,Sanford,4,0,1:02:38,WDID10137,WCID5189
2023-01-07,f5b23c4f-884e-4747-8c25-25f46b9ece03,398.52,Orlando,16,0,23:35:45,WDID10192,WCID5092
2023-01-07,379671cf-9fa1-4152-9c5f-fd668241c1d4,367.55,Sanford,11,0,7:25:31,WDID10512,WCID5648
2023-01-07,565e120a-6e0f-4ce9-8593-fdecb2f24061,491.87,Winter Park,14,0,9:16:17,WDID10729,WCID6013
2023-01-07,3b945aaa-01ec-4d27-a3ad-01006ee46f63,398.24,Altamonte Springs,5,0,1:40:05,WDID10735,WCID5915
2023-01-07,fb6b2d8f-3515-4b20-b9e3-279c13ec7c04,424.30,Kissimmee,15,0,14:24:48,WDID10821,WCID5476
2023-01-07,91eec37d-d487-4a13-88ea-9e7b53ac63ef,141.96,Kissimmee,7,0,9:34:28,WDID10516,WCID5958
2023-01-07,48294b57-92d5-4728-9cdb-0b937d1dfe90,256.82,Apopka,16,0,1:31:00,WDID10727,WCID5436
2023-01-07,12f43b35-c453-423c-ba15-e0e2a8dec3ae,377.52,Orlando,14,0,16:26:30,WDID10884,WCID5897
2023-01-07,3d195d5f-73a3-4f5f-a61b-81d357280c84,110.18,Sanford,4,0,4:26:36,WDID10218,WCID5281
2023-01-07,795d5ae4-0f04-4b00-9132-9de715193597,213.81,Kissimmee,13,0,3:55:13,WDID10596,WCID5250
2023-01-07,26af4dbf-c962-4b94-9f44-bb11e2316f13,130.67,Kissimmee,15,0,5:48:03,WDID09886,WCID5334
2023-01-08,cc6eec8a-761d-4df8-bc39-401f159b3ab8,294.92,Winter Park,16,1,6:09:25,WDID10717,WCID5352
2023-01-08,9ab65e63-d3aa-4f2c-833f-5311b2a83a9c,189.86,Clermont,10,1,19:36:29,WDID10358,WCID5270
2023-01-08,154672fd-5fd8-4bdd-8002-60c585d6592d,53.91,Clermont,11,0,19:16:06,WDID09957,WCID5327
2023-01-08,ecd3d670-edc0-4e60-b470-7d0f9c7ebbef,191.49,Altamonte Springs,14,0,9:49:16,WDID10185,WCID5920
2023-01-08,387240f7-67d9-4303-8703-009c4f0769e5,440.75,Orlando,4,0,13:14:42,WDID10633,WCID6122
2023-01-08,de388465-5423-4e15-a820-f85913ee4c78,259.43,Kissimmee,10,0,3:03:06,WDID10746,WCID5965
2023-01-08,7ef44c6e-aa5c-48ff-925b-b995e2b79850,328.81,Winter Park,2,0,9:13:13,WDID10892,WCID5975
2023-01-08,20ebdc8f-39c4-4c81-89ab-85a1d7e61a23,323.63,Sanford,9,0,2:22:41,WDID10916,WCID5938
2023-01-08,3138b8c3-5d67-4d81-9e3f-460c9f138a0f,88.11,Altamonte Springs,14,0,21:06:28,WDID11023,WCID5129
2023-01-08,aa58d122-843c-4820-9a66-f2410786196e,190.42,Apopka,16,0,20:49:14,WDID09915,WCID6166
2023-01-08,55273538-700e-4545-8282-a9f37ffec112,149.52,Clermont,10,0,4:05:11,WDID10298,WCID5443
2023-01-08,351c97fc-878f-4ff9-a1c2-b266241513a0,155.37,Winter Park,2,0,17:38:17,WDID10387,WCID5920
2023-01-08,dd18796e-d54a-4ecb-b5af-7b127e194fcf,482.36,Apopka,7,0,9:37:34,WDID10752,WCID5887
2023-01-08,05117084-8d26-4ff5-a264-d6df6a163f6c,334.27,Clermont,17,0,21:31:41,WDID10918,WCID5407
2023-01-08,c14870c2-932f-4a84-a49b-d6802c8248a0,105.65,Kissimmee,13,0,8:15:35,WDID09970,WCID5231
2023-01-08,a0c3810f-7dcb-4e45-9369-75aa711d1835,406.28,Kissimmee,7,0,2:17:59,WDID10162,WCID5539
2023-01-08,8abeade5-ee93-4606-a606-48ac245d195a,269.65,Altamonte Springs,1,0,16:59:30,WDID10374,WCID5937
2023-01-08,b5d36582-c736-4ec7-a1e4-9d61c6b34287,377.56,Altamonte Springs,16,0,14:52:11,WDID10853,WCID5371
2023-01-08,6ff2a575-6d37-49c2-8a5d-877ccdddfc8e,378.53,Orlando,17,0,18:21:42,WDID10119,WCID5909
2023-01-08,78d2e5e7-69ee-4a69-9a54-9eb6b917c632,76.82,Sanford,3,0,23:18:37,WDID10155,WCID5531
2023-01-08,721fb195-9414-4cad-90c6-bce0d141c144,439.99,Orlando,17,0,4:41:11,WDID10985,WCID5304
2023-01-08,6cb266eb-4fbd-436b-891c-12228c01721e,53.54,Winter Park,7,0,23:19:47,WDID09921,WCID6081
